Wavelength,Intensity,Group
704.94,3198.5,Blue
705.38,3210.5,Blue
705.83,3196,Blue
706.28,3211.5,Blue
706.73,3205.5,Blue
707.17,3228,Blue
707.62,3216.5,Blue
708.07,3192.5,Blue
708.52,3213.5,Blue
708.96,3218,Blue
709.41,3212.5,Blue
709.86,3215,Blue
710.31,3210,Blue
710.75,3206,Blue
711.2,3195,Blue
711.65,3213.5,Blue
712.1,3222,Blue
712.54,3210,Blue
712.99,3203.5,Blue
713.44,3211.5,Blue
713.89,3214.5,Blue
714.33,3217.5,Blue
714.78,3219.5,Blue
715.23,3204.5,Blue
715.67,3198.5,Blue
716.12,3197,Blue
716.57,3200.5,Blue
717.02,3220,Blue
717.46,3224,Blue
717.91,3213,Blue
718.36,3195,Blue
718.8,3200.5,Blue
719.25,3214,Blue
719.7,3205,Blue
720.14,3227.5,Blue
720.59,3212.5,Blue
721.04,3184,Blue
721.48,3209,Blue
721.93,3202.5,Blue
722.38,3243.5,Blue
722.82,3206,Blue
723.27,3223,Blue
723.72,3218.5,Blue
724.16,3221,Blue
724.61,3222.5,Blue
725.06,3215,Blue
725.5,3218,Blue
725.95,3189,Blue
726.4,3193,Blue
726.84,3211.5,Blue
727.29,3200.5,Blue
727.74,3201.5,Blue
728.18,3223,Blue
728.63,3206.5,Blue
729.07,3214.5,Blue
729.52,3243,Blue
729.97,3209,Blue
730.41,3199.5,Blue
730.86,3192,Blue
731.31,3214.5,Blue
731.75,3205.5,Blue
732.2,3206.5,Blue
732.64,3213.5,Blue
733.09,3207,Blue
733.54,3201.5,Blue
733.98,3209.5,Blue
734.43,3214.5,Blue
734.87,3228,Blue
735.32,3208.5,Blue
735.76,3205.5,Blue
736.21,3207.5,Blue
736.66,3201,Blue
737.1,3216.5,Blue
737.55,3193,Blue
737.99,3219,Blue
738.44,3237,Blue
738.88,3214,Blue
739.33,3210.5,Blue
739.78,3206,Blue
740.22,3199.5,Blue
740.67,3207,Blue
741.11,3197,Blue
741.56,3198,Blue
742,3211,Blue
742.45,3216.5,Blue
742.89,3195,Blue
743.34,3223.5,Blue
743.79,3210,Blue
744.23,3216,Blue
744.68,3213,Blue
745.12,3209.5,Blue
745.57,3209.5,Blue
746.01,3199,Blue
746.46,3199,Blue
746.9,3199.5,Blue
747.35,3201.5,Blue
747.79,3214.5,Blue
748.24,3186,Blue
748.68,3200.5,Blue
749.13,3197,Blue
749.57,3202,Blue
750.02,3213,Blue
750.46,3195,Blue
750.91,3222,Blue
751.35,3203,Blue
751.8,3206,Blue
752.24,3194,Blue
752.69,3226.5,Blue
753.13,3210,Blue
753.58,3200,Blue
754.02,3207,Blue
754.46,3217,Blue
754.91,3206,Blue
755.35,3196,Blue
755.8,3227.5,Blue
756.24,3191.5,Blue
756.69,3216,Blue
757.13,3204.5,Blue
757.58,3234.5,Blue
758.02,3186.5,Blue
758.47,3201,Blue
758.91,3211.5,Blue
759.35,3193.5,Blue
759.8,3222,Blue
760.24,3212,Blue
760.69,3199.5,Blue
761.13,3204,Blue
761.58,3206,Blue
762.02,3207.5,Blue
762.46,3194.5,Blue
762.91,3207.5,Blue
763.35,3216.5,Blue
763.8,3208,Blue
764.24,3198.5,Blue
764.68,3199,Blue
765.13,3200.5,Blue
765.57,3216,Blue
766.02,3205,Blue
766.46,3228,Blue
766.9,3196,Blue
767.35,3213.5,Blue
767.79,3197.5,Blue
768.24,3188.5,Blue
768.68,3212,Blue
769.12,3197,Blue
769.57,3221,Blue
770.01,3207,Blue
770.45,3205.5,Blue
770.9,3198.5,Blue
771.34,3204.5,Blue
771.78,3197,Blue
772.23,3193.5,Blue
772.67,3200,Blue
773.12,3198,Blue
773.56,3214,Blue
774,3244.5,Blue
774.45,3200,Blue
774.89,3203,Blue
775.33,3221.5,Blue
775.78,3212,Blue
776.22,3218,Blue
776.66,3198.5,Blue
777.11,3201.5,Blue
777.55,3215,Blue
777.99,3219.5,Blue
778.44,3217.5,Blue
778.88,3199,Blue
779.32,3209,Blue
779.76,3197,Blue
780.21,3203,Blue
780.65,3193,Blue
781.09,3192.5,Blue
781.54,3223,Blue
781.98,3210.5,Blue
782.42,3208.5,Blue
782.87,3213,Blue
783.31,3210.5,Blue
783.75,3222.5,Blue
784.19,3212.5,Blue
784.64,3206.5,Blue
785.08,3229.5,Blue
785.52,3245,Blue
785.96,3203,Blue
786.41,3214,Blue
786.85,3207,Blue
787.29,3221.5,Blue
787.74,3208.5,Blue
788.18,3209,Blue
788.62,3201.5,Blue
789.06,3197.5,Blue
789.51,3212,Blue
789.95,3183,Blue
790.39,3238,Blue
790.83,3209.5,Blue
791.27,3191.5,Blue
791.72,3221,Blue
792.16,3206,Blue
792.6,3206,Blue
793.04,3207,Blue
793.49,3206,Blue
793.93,3200.5,Blue
794.37,3218.5,Blue
794.81,3190,Blue
795.25,3227,Blue
795.7,3193.5,Blue
796.14,3204.5,Blue
796.58,3208.5,Blue
797.02,3200.5,Blue
797.46,3228.5,Blue
797.91,3245.5,Blue
798.35,3203,Blue
798.79,3210,Blue
799.23,3212,Blue
799.67,3205.5,Blue
800.12,3214.5,Blue
800.56,3186.5,Blue
801,3215,Blue
801.44,3202.5,Blue
801.88,3204,Blue
802.32,3218.5,Blue
802.77,3198.5,Blue
803.21,3202,Blue
803.65,3188.5,Blue
804.09,3202.5,Blue
804.53,3206,Blue
804.97,3231.5,Blue
805.42,3205.5,Blue
805.86,3190.5,Blue
806.3,3210,Blue
806.74,3209,Blue
807.18,3201,Blue
807.62,3189.5,Blue
808.06,3217,Blue
808.51,3223,Blue
808.95,3210,Blue
809.39,3236.5,Blue
809.83,3186.5,Blue
810.27,3228.5,Blue
810.71,3213.5,Blue
811.15,3197,Blue
811.59,3212.5,Blue
812.03,3215,Blue
812.48,3195,Blue
812.92,3196,Blue
813.36,3204,Blue
813.8,3214.5,Blue
814.24,3193.5,Blue
814.68,3196.5,Blue
815.12,3222.5,Blue
815.56,3190,Blue
816,3210,Blue
816.44,3189,Blue
816.88,3208.5,Blue
817.32,3197,Blue
817.77,3219.5,Blue
818.21,3214,Blue
818.65,3191,Blue
819.09,3186.5,Blue
819.53,3197.5,Blue
819.97,3196.5,Blue
820.41,3215,Blue
820.85,3189,Blue
821.29,3226,Blue
821.73,3204,Blue
822.17,3188.5,Blue
822.61,3197,Blue
823.05,3230.5,Blue
823.49,3204.5,Blue
823.93,3193.5,Blue
824.37,3193.5,Blue
824.81,3195.5,Blue
825.25,3208,Blue
825.69,3205.5,Blue
826.13,3233.5,Blue
826.57,3235.5,Blue
827.01,3193.5,Blue
827.45,3189.5,Blue
827.89,3192.5,Blue
828.33,3209,Blue
828.77,3204,Blue
829.21,3182.5,Blue
829.65,3206,Blue
830.09,3202,Blue
830.53,3216.5,Blue
830.97,3189,Blue
831.41,3226,Blue
831.85,3209.5,Blue
832.29,3212.5,Blue
832.73,3199,Blue
833.17,3190.5,Blue
833.61,3204,Blue
834.05,3211.5,Blue
834.49,3200,Blue
834.93,3199,Blue
835.37,3211,Blue
835.81,3202.5,Blue
836.25,3197,Blue
836.69,3210,Blue
837.13,3208,Blue
837.57,3199.5,Blue
838.01,3207,Blue
838.45,3235,Blue
838.89,3221.5,Blue
839.33,3194.5,Blue
839.77,3204,Blue
840.2,3202,Blue
840.64,3196,Blue
841.08,3200.5,Blue
841.52,3219.5,Blue
841.96,3196.5,Blue
842.4,3206,Blue
842.84,3210,Blue
843.28,3230,Blue
843.72,3196,Blue
844.16,3194,Blue
844.6,3208.5,Blue
845.04,3197.5,Blue
845.47,3186,Blue
845.91,3194.5,Blue
846.35,3213,Blue
846.79,3180.5,Blue
847.23,3179.5,Blue
847.67,3219,Blue
848.11,3197,Blue
848.55,3190,Blue
848.99,3211,Blue
849.42,3203,Blue
849.86,3191.5,Blue
850.3,3218.5,Blue
850.74,3212.5,Blue
851.18,3202,Blue
851.62,3203.5,Blue
852.06,3190.5,Blue
852.49,3198.5,Blue
852.93,3215,Blue
853.37,3182.5,Blue
853.81,3194,Blue
854.25,3189.5,Blue
854.69,3193,Blue
855.12,3213.5,Blue
855.56,3211,Blue
856,3197.5,Blue
856.44,3197,Blue
856.88,3202,Blue
857.32,3191.5,Blue
857.75,3211.5,Blue
858.19,3213.5,Blue
858.63,3193.5,Blue
859.07,3194.5,Blue
859.51,3191,Blue
859.95,3204.5,Blue
860.38,3209.5,Blue
860.82,3192,Blue
861.26,3204.5,Blue
861.7,3201.5,Blue
862.14,3204.5,Blue
862.57,3212.5,Blue
863.01,3202,Blue
863.45,3211.5,Blue
863.89,3215.5,Blue
864.32,3207.5,Blue
864.76,3216.5,Blue
865.2,3220,Blue
865.64,3211,Blue
866.08,3223.5,Blue
866.51,3198.5,Blue
866.95,3186.5,Blue
867.39,3226,Blue
867.83,3205.5,Blue
868.26,3215.5,Blue
868.7,3207.5,Blue
869.14,3199.5,Blue
869.58,3206,Blue
870.01,3201,Blue
870.45,3201.5,Blue
870.89,3200,Blue
871.33,3190.5,Blue
871.76,3191.5,Blue
872.2,3198,Blue
872.64,3192.5,Blue
873.07,3195,Blue
873.51,3203.5,Blue
873.95,3196,Blue
874.39,3233,Blue
874.82,3199.5,Blue
875.26,3223,Blue
875.7,3204,Blue
876.13,3222.5,Blue
876.57,3199.5,Blue
877.01,3225,Blue
877.45,3215.5,Blue
877.88,3199.5,Blue
878.32,3202.5,Blue
878.76,3216,Blue
879.19,3202.5,Blue
879.63,3213.5,Blue
880.07,3202,Blue
880.5,3188.5,Blue
880.94,3199.5,Blue
881.38,3202.5,Blue
881.81,3199,Blue
882.25,3199.5,Blue
882.69,3219,Blue
883.12,3193.5,Blue
883.56,3198.5,Blue
884,3205.5,Blue
884.43,3188.5,Blue
884.87,3202.5,Blue
885.31,3188.5,Blue
885.74,3195.5,Blue
886.18,3201,Blue
886.62,3197.5,Blue
887.05,3199.5,Blue
887.49,3191.5,Blue
887.92,3205,Blue
888.36,3211,Blue
888.8,3200,Blue
889.23,3195.5,Blue
889.67,3206,Blue
890.11,3195.5,Blue
890.54,3186,Blue
890.98,3193,Blue
891.41,3203.5,Blue
891.85,3202,Blue
892.29,3197,Blue
892.72,3215,Blue
893.16,3196.5,Blue
893.59,3191,Blue
894.03,3191,Blue
894.47,3197,Blue
894.9,3198.5,Blue
895.34,3182,Blue
895.77,3198,Blue
896.21,3222,Blue
896.65,3189.5,Blue
897.08,3185.5,Blue
897.52,3204,Blue
897.95,3206,Blue
898.39,3204,Blue
898.82,3200.5,Blue
899.26,3206.5,Blue
899.7,3211,Blue
900.13,3186.5,Blue
900.57,3213.5,Blue
901,3189.5,Blue
901.44,3185.5,Blue
901.87,3213,Blue
902.31,3183,Blue
902.74,3203.5,Blue
903.18,3200.5,Blue
903.61,3204.5,Blue
904.05,3198.5,Blue
904.48,3197.5,Blue
904.92,3205.5,Blue
905.36,3201,Blue
905.79,3210.5,Blue
906.23,3197,Blue
906.66,3206,Blue
907.1,3223,Blue
907.53,3194.5,Blue
907.97,3209.5,Blue
908.4,3203.5,Blue
908.84,3189,Blue
909.27,3198,Blue
909.71,3197,Blue
910.14,3192,Blue
910.58,3198,Blue
911.01,3196.5,Blue
911.45,3209.5,Blue
911.88,3221,Blue
912.32,3209,Blue
912.75,3198,Blue
913.18,3211,Blue
913.62,3227,Blue
914.05,3202.5,Blue
914.49,3212.5,Blue
914.92,3206.5,Blue
915.36,3210,Blue
915.79,3197,Blue
916.23,3200,Blue
916.66,3203.5,Blue
917.1,3209.5,Blue
917.53,3205.5,Blue
917.97,3199,Blue
918.4,3200.5,Blue
918.83,3211.5,Blue
919.27,3190.5,Blue
919.7,3211.5,Blue
920.14,3193.5,Blue
920.57,3210,Blue
921.01,3223,Blue
921.44,3199,Blue
921.87,3197,Blue
922.31,3190.5,Blue
922.74,3218.5,Blue
923.18,3202.5,Blue
923.61,3199,Blue
924.04,3199.5,Blue
924.48,3198,Blue
924.91,3216,Blue
925.35,3194,Blue
925.78,3220.5,Blue
926.21,3194.5,Blue
926.65,3211.5,Blue
927.08,3204,Blue
927.52,3215.5,Blue
927.95,3212.5,Blue
928.38,3204,Blue
928.82,3199.5,Blue
929.25,3204,Blue
929.69,3246,Blue
930.12,3217.5,Blue
930.55,3194,Blue
930.99,3202,Blue
931.42,3210,Blue
931.85,3231,Blue
932.29,3198.5,Blue
932.72,3212.5,Blue
933.15,3195,Blue
933.59,3204.5,Blue
934.02,3207,Blue
934.45,3189.5,Blue
934.89,3195,Blue
935.32,3209.5,Blue
935.75,3207.5,Blue
936.19,3205,Blue
936.62,3209.5,Blue
937.05,3200,Blue
937.49,3191.5,Blue
937.92,3209.5,Blue
938.35,3206.5,Blue
938.79,3206.5,Blue
939.22,3179.5,Blue
939.65,3206.5,Blue
940.09,3198.5,Blue
940.52,3216.5,Blue
940.95,3197,Blue
941.39,3205.5,Blue
941.82,3194.5,Blue
942.25,3196,Blue
942.68,3201,Blue
943.12,3206,Blue
943.55,3195,Blue
943.98,3212,Blue
944.42,3207,Blue
944.85,3228,Blue
945.28,3205.5,Blue
945.71,3222.5,Blue
946.15,3201.5,Blue
946.58,3195.5,Blue
947.01,3197,Blue
947.44,3198,Blue
947.88,3194,Blue
948.31,3198.5,Blue
948.74,3199,Blue
949.18,3211.5,Blue
949.61,3209,Blue
950.04,3223,Blue
950.47,3184,Blue
950.9,3205.5,Blue
951.34,3199,Blue
951.77,3216,Blue
952.2,3195.5,Blue
952.63,3204,Blue
953.07,3187,Blue
953.5,3216.5,Blue
953.93,3203,Blue
954.36,3195,Blue
954.8,3224.5,Blue
955.23,3194,Blue
955.66,3206,Blue
956.09,3202,Blue
956.52,3196,Blue
956.96,3209.5,Blue
957.39,3200.5,Blue
957.82,3221,Blue
958.25,3217,Blue
958.68,3200,Blue
959.12,3216.5,Blue
959.55,3206,Blue
959.98,3206.5,Blue
960.41,3206,Blue
960.84,3207.5,Blue
961.27,3202,Blue
961.71,3193,Blue
962.14,3234.5,Blue
962.57,3207,Blue
963,3192.5,Blue
963.43,3194,Blue
963.86,3198,Blue
964.3,3202,Blue
964.73,3203.5,Blue
965.16,3214,Blue
965.59,3194.5,Blue
966.02,3193,Blue
966.45,3197,Blue
966.89,3211.5,Blue
967.32,3204,Blue
967.75,3214.5,Blue
968.18,3206,Blue
968.61,3195.5,Blue
969.04,3193,Blue
969.47,3213.5,Blue
969.9,3228,Blue
970.34,3193,Blue
970.77,3204.5,Blue
971.2,3215,Blue
971.63,3209.5,Blue
972.06,3193.5,Blue
972.49,3206.5,Blue
972.92,3202,Blue
973.35,3202.5,Blue
973.78,3187,Blue
974.22,3196,Blue
974.65,3208.5,Blue
975.08,3193,Blue
975.51,3210.5,Blue
975.94,3195,Blue
976.37,3208,Blue
976.8,3204.5,Blue
977.23,3189.5,Blue
977.66,3212,Blue
978.09,3188.5,Blue
978.52,3194,Blue
978.95,3200,Blue
979.38,3219,Blue
979.82,3200,Blue
980.25,3202,Blue
980.68,3204.5,Blue
981.11,3213.5,Blue
981.54,3200.5,Blue
981.97,3189,Blue
982.4,3207,Blue
982.83,3184,Blue
983.26,3194,Blue
983.69,3194,Blue
984.12,3190,Blue
984.55,3200,Blue
984.98,3197,Blue
985.41,3202.5,Blue
985.84,3201.5,Blue
986.27,3188,Blue
986.7,3194.5,Blue
987.13,3196,Blue
987.56,3207.5,Blue
987.99,3206.5,Blue
988.42,3193,Blue
988.85,3212.5,Blue
989.28,3208.5,Blue
989.71,3191,Blue
990.14,3211,Blue
990.57,3224,Blue
991,3198,Blue
991.43,3188,Blue
991.86,3217.5,Blue
992.29,3201.5,Blue
992.72,3207,Blue
993.15,3194,Blue
993.58,3203,Blue
994.01,3188,Blue
994.44,3196,Blue
994.87,3217,Blue
995.3,3215,Blue
995.73,3213,Blue
996.16,3198.5,Blue
996.59,3189.5,Blue
997.02,3201,Blue
997.45,3217,Blue
997.88,3199,Blue
998.31,3194,Blue
998.74,3207.5,Blue
999.17,3214,Blue
999.59,3201.5,Blue
1000.02,3186.5,Blue
1000.45,3197,Blue
1000.88,3200,Blue
1001.31,3193,Blue
1001.74,3202,Blue
1002.17,3204.5,Blue
1002.6,3226.5,Blue
1003.03,3205.5,Blue
1003.46,3196,Blue
1003.89,3206.5,Blue
1004.32,3204,Blue
1004.75,3226,Blue
1005.17,3363.5,Blue
1005.6,3207,Blue
1006.03,3199.5,Blue
1006.46,3200.5,Blue
1006.89,3198,Blue
1007.32,3211.5,Blue
1007.75,3201,Blue
1008.18,3196,Blue
1008.61,3192,Blue
1009.03,3225,Blue
1009.46,3231,Blue
1009.89,3198.5,Blue
1010.32,3202.5,Blue
1010.75,3208.5,Blue
1011.18,3197,Blue
1011.61,3194.5,Blue
1012.04,3214.5,Blue
1012.46,3200.5,Blue
1012.89,3187,Blue
1013.32,3191,Blue
1013.75,3206,Blue
1014.18,3199,Blue
1014.61,3198,Blue
1015.03,3218,Blue
1015.46,3207,Blue
1015.89,3183.5,Blue
1016.32,3194,Blue
1016.75,3187.5,Blue
1017.18,3190.5,Blue
1017.6,3196,Blue
1018.03,3197,Blue
1018.46,3194,Blue
1018.89,3193,Blue
1019.32,3196,Blue
1019.75,3193,Blue
1020.17,3203,Blue
1020.6,3192,Blue
1021.03,3203.5,Blue
1021.46,3199,Blue
1021.89,3210,Blue
1022.31,3220,Blue
1022.74,3199.5,Blue
1023.17,3621,Blue
1023.6,3216.5,Blue
1024.03,3199,Blue
1024.45,3199.5,Blue
1024.88,3197.5,Blue
1025.31,3196,Blue
1025.74,3204,Blue
1026.16,3195,Blue
1026.59,3200,Blue
1027.02,3197,Blue
1027.45,3190.5,Blue
1027.88,3196.5,Blue
1028.3,3191,Blue
1028.73,3237,Blue
1029.16,3191.5,Blue
1029.59,3210.5,Blue
1030.01,3205,Blue
1030.44,3195,Blue
1030.87,3208.5,Blue
1031.3,3194.5,Blue
1031.72,3221.5,Blue
1032.15,3196,Blue
1032.58,3205,Blue
1033.01,3219,Blue
1033.43,3206,Blue
1033.86,3195,Blue
1034.29,3207,Blue
1034.71,3203.5,Blue
1035.14,3205.5,Blue
1035.57,3200.5,Blue
1036,3221,Blue
1036.42,3200.5,Blue
1036.85,3197,Blue
1037.28,3200.5,Blue
1037.7,3193.5,Blue
1038.13,3207.5,Blue
1038.56,3200.5,Blue
1038.98,3202.5,Blue
1039.41,3208.5,Blue
1039.84,3215.5,Blue
1040.27,3235.5,Blue
1040.69,3215.5,Blue
1041.12,3186.5,Blue
1041.55,3189,Blue
1041.97,3194,Blue
1042.4,3197,Blue
1042.83,3211.5,Blue
1043.25,3189.5,Blue
1043.68,3211,Blue
1044.11,3200,Blue
1044.53,3202.5,Blue
1044.96,3204.5,Blue
1045.39,3213,Blue
1045.81,3225,Blue
1046.24,3208,Blue
1046.67,3191.5,Blue
1047.09,3204.5,Blue
1047.52,3214,Blue
1047.94,3200,Blue
1048.37,3195,Blue
1048.8,3192,Blue
1049.22,3206,Blue
1049.65,3196.5,Blue
1050.08,3195.5,Blue
1050.5,3207.5,Blue
1050.93,3204.5,Blue
1051.36,3184,Blue
1051.78,3204.5,Blue
1052.21,3191.5,Blue
1052.63,3190.5,Blue
1053.06,3194.5,Blue
1053.49,3198,Blue
1053.91,3207,Blue
1054.34,3187.5,Blue
1054.76,3201,Blue
1055.19,3216.5,Blue
1055.62,3211.5,Blue
1056.04,3193,Blue
1056.47,3208.5,Blue
1056.89,3192.5,Blue
1057.32,3203,Blue
1057.74,3195,Blue
1058.17,3213.5,Blue
1058.6,3202.5,Blue
1059.02,3204,Blue
1059.45,3209.5,Blue
1059.87,3205.5,Blue
1060.3,3216.5,Blue
1060.72,3205.5,Blue
1061.15,3202,Blue
1061.58,3185.5,Blue
1062,3193,Blue
1062.43,3205.5,Blue
1062.85,3213,Blue
1063.28,3214,Blue
1063.7,3214.5,Blue
1064.13,3202.5,Blue
1064.55,3200.5,Blue
1064.98,3207.5,Blue
1065.4,3195,Blue
1065.83,3190,Blue
1066.26,3188,Blue
1066.68,3183.5,Blue
1067.11,3194.5,Blue
1067.53,3212,Blue
1067.96,3201.5,Blue
1068.38,3195.5,Blue
1068.81,3230.5,Blue
1069.23,3195,Blue
1069.66,3189.5,Blue
1070.08,3188,Blue
1070.51,3203,Blue
1070.93,3201.5,Blue
1071.36,3191,Blue
1071.78,3213.5,Blue
1072.21,3215,Blue
1072.63,3201.5,Blue
1073.06,3190,Blue
1073.48,3194,Blue
1073.91,3200,Blue
1074.33,3193,Blue
1074.75,3217.5,Blue
1075.18,3196,Blue
1075.6,3188.5,Blue
1076.03,3195,Blue
1076.45,3176,Blue
1076.88,3197,Blue
1077.3,3180.5,Blue
1077.73,3182,Blue
1078.15,3196.5,Blue
1078.58,3200.5,Blue
1079,3188.5,Blue
1079.43,3207.5,Blue
1079.85,3192,Blue
1080.27,3196,Blue
1080.7,3210.5,Blue
1081.12,3194,Blue
1081.55,3187.5,Blue
1081.97,3211,Blue
1082.4,3197,Blue
1082.82,3218,Blue
1083.24,3213,Blue
1083.67,3208.5,Blue
1084.09,3214,Blue
1084.52,3192.5,Blue
1084.94,3209,Blue
1085.37,3197,Blue
1085.79,3197.5,Blue
1086.21,3216.5,Blue
1086.64,3198.5,Blue
1087.06,3206.5,Blue
1087.49,3201.5,Blue
1087.91,3198,Blue
1088.33,3186,Blue
1088.76,3208,Blue
1089.18,3210,Blue
1089.6,3205,Blue
1090.03,3202.5,Blue
1090.45,3198.5,Blue
1090.88,3196.5,Blue
1091.3,3209.5,Blue
1091.72,3202.5,Blue
1092.15,3209,Blue
1092.57,3201.5,Blue
1092.99,3205,Blue
1093.42,3192.5,Blue
1093.84,3201.5,Blue
1094.26,3201,Blue
1094.69,3200,Blue
1095.11,3196.5,Blue
1095.54,3213.5,Blue
1095.96,3194,Blue
1096.38,3202.5,Blue
1096.81,3199.5,Blue
1097.23,3193,Blue
1097.65,3200,Blue
1098.08,3184.5,Blue
1098.5,3200,Blue
1098.92,3186.5,Blue
1099.35,3213,Blue
1099.77,3212.5,Blue
1100.19,3199,Blue
1100.61,3201,Blue
1101.04,3199,Blue
1101.46,3199,Blue
1101.88,3204,Blue
1102.31,3208,Blue
1102.73,3186.5,Blue
1103.15,3197,Blue
1103.58,3188,Blue
1104,3192.5,Blue
1104.42,3190,Blue
1104.85,3200.5,Blue
1105.27,3196.5,Blue
1105.69,3216.5,Blue
1106.11,3212.5,Blue
1106.54,3201,Blue
1106.96,3218.5,Blue
1107.38,3225,Blue
1107.8,3199,Blue
1108.23,3190.5,Blue
1108.65,3194,Blue
1109.07,3212.5,Blue
1109.5,3205.5,Blue
1109.92,3221.5,Blue
1110.34,3200,Blue
1110.76,3214,Blue
1111.19,3199.5,Blue
1111.61,3200.5,Blue
1112.03,3188.5,Blue
1112.45,3188.5,Blue
1112.88,3202,Blue
1113.3,3214,Blue
1113.72,3207,Blue
1114.14,3234.5,Blue
1114.56,3211.5,Blue
1114.99,3193,Blue
1115.41,3188.5,Blue
1115.83,3192.5,Blue
1116.25,3207.5,Blue
1116.68,3201,Blue
1117.1,3185.5,Blue
1117.52,3200,Blue
1117.94,3207,Blue
1118.36,3200,Blue
1118.79,3182,Blue
1119.21,3183,Blue
1119.63,3183,Blue
1120.05,3183,Blue
1120.47,3183,Blue
1120.9,3183,Blue
1121.32,3183,Blue
1121.74,3183,Blue
1122.16,3183,Blue
1122.58,3183,Blue
1123,3183,Blue
1123.43,3183,Blue
1123.85,3183,Blue
1124.27,3183,Blue
1124.69,3183,Blue
1125.11,3183,Blue
1125.53,3183,Blue
1125.96,3183,Blue
1126.38,3183,Blue
1126.8,3183,Blue
1127.22,3183,Blue
1127.64,3183,Blue
197.75,3192.5,Yellow
198.23,3083.5,Yellow
198.71,3076.5,Yellow
199.19,3074.5,Yellow
199.67,3213.5,Yellow
200.15,3211.5,Yellow
200.63,3204.5,Yellow
201.11,3196,Yellow
201.59,3193.5,Yellow
202.07,3194,Yellow
202.55,3186.5,Yellow
203.03,3197,Yellow
203.51,3192,Yellow
203.99,3217.5,Yellow
204.47,3192.5,Yellow
204.95,3193,Yellow
205.42,3201,Yellow
205.9,3199.5,Yellow
206.38,3201,Yellow
206.86,3208.5,Yellow
207.34,3208,Yellow
207.82,3203,Yellow
208.3,3205,Yellow
208.78,3188,Yellow
209.26,3207.5,Yellow
209.74,3229.5,Yellow
210.22,3199.5,Yellow
210.7,3216.5,Yellow
211.18,3208.5,Yellow
211.65,3207,Yellow
212.13,3204,Yellow
212.61,3208.5,Yellow
213.09,3224,Yellow
213.57,3207,Yellow
214.05,3232,Yellow
214.53,3216.5,Yellow
215.01,3208,Yellow
215.49,3232.5,Yellow
215.96,3207,Yellow
216.44,3198.5,Yellow
216.92,3243.5,Yellow
217.4,3214,Yellow
217.88,3234.5,Yellow
218.36,3222.5,Yellow
218.84,3259.5,Yellow
219.32,3235.5,Yellow
219.79,3223.5,Yellow
220.27,3241.5,Yellow
220.75,3235,Yellow
221.23,3203,Yellow
221.71,3227,Yellow
222.19,3204,Yellow
222.66,3231.5,Yellow
223.14,3207.5,Yellow
223.62,3217.5,Yellow
224.1,3210.5,Yellow
224.58,3230,Yellow
225.06,3215,Yellow
225.53,3213.5,Yellow
226.01,3213,Yellow
226.49,3235.5,Yellow
226.97,3220,Yellow
227.45,3212,Yellow
227.92,3232.5,Yellow
228.4,3243,Yellow
228.88,3219.5,Yellow
229.36,3236,Yellow
229.84,3231,Yellow
230.31,3244,Yellow
230.79,3215,Yellow
231.27,3233,Yellow
231.75,3215.5,Yellow
232.22,3209.5,Yellow
232.7,3235.5,Yellow
233.18,3215,Yellow
233.66,3244,Yellow
234.14,3215,Yellow
234.61,3216,Yellow
235.09,3220,Yellow
235.57,3223,Yellow
236.05,3232,Yellow
236.52,3252.5,Yellow
237,3198,Yellow
237.48,3222.5,Yellow
237.96,3229.5,Yellow
238.43,3233,Yellow
238.91,3213,Yellow
239.39,3223.5,Yellow
239.86,3241.5,Yellow
240.34,3235,Yellow
240.82,3225,Yellow
241.3,3235.5,Yellow
241.77,3219,Yellow
242.25,3238.5,Yellow
242.73,3211,Yellow
243.2,3217.5,Yellow
243.68,3204,Yellow
244.16,3228,Yellow
244.64,3226.5,Yellow
245.11,3216,Yellow
245.59,3238.5,Yellow
246.07,3217.5,Yellow
246.54,3205,Yellow
247.02,3209,Yellow
